"Date","Price","Open","High","Low","Vol.","Change %"
"10/08/2025","237.200","235.450","239.250","234.650","1.36M","0.94%"
"10/07/2025","235.000","233.950","236.400","233.100","1.35M","1.47%"
"10/06/2025","231.600","230.400","232.600","229.050","735.40K","0.63%"
"10/03/2025","230.150","232.650","233.000","228.250","1.07M","-0.84%"
"10/02/2025","232.100","227.600","233.600","226.450","1.20M","1.89%"
"10/01/2025","227.800","225.050","228.500","224.500","1.26M","-0.04%"
"09/30/2025","227.900","225.000","228.600","224.500","1.13M","1.04%"
"09/29/2025","225.550","225.550","226.100","222.950","950.66K","0.18%"
"09/26/2025","225.150","225.550","225.650","221.900","1.03M","-0.02%"
"09/25/2025","225.200","228.850","229.350","222.000","1.66M","-1.23%"
"09/24/2025","228.000","225.800","232.850","224.500","2.42M","0.80%"
"09/23/2025","226.200","225.600","227.600","224.700","1.12M","0.67%"
"09/22/2025","224.700","225.500","226.900","223.500","1.36M","-1.25%"
"09/19/2025","227.550","227.150","229.650","227.000","5.44M","-0.85%"
"09/18/2025","229.500","223.900","229.900","222.000","2.53M","5.42%"
"09/17/2025","217.700","215.250","220.200","214.300","2.00M","3.20%"
"09/16/2025","210.950","215.000","215.950","209.700","1.76M","-1.72%"
"09/15/2025","214.650","220.300","221.050","211.650","2.25M","-2.83%"
"09/12/2025","220.900","219.900","221.800","219.200","1.36M","0.50%"
"09/11/2025","219.800","222.000","222.850","218.900","1.97M","-1.74%"
"09/10/2025","223.700","235.000","236.650","222.950","2.34M","-2.87%"
"09/09/2025","230.300","229.700","231.150","228.400","1.06M","-0.07%"
"09/08/2025","230.450","229.450","231.450","228.200","1.28M","0.96%"
"09/05/2025","228.250","233.400","233.600","227.900","1.27M","-2.12%"
"09/04/2025","233.200","231.900","235.150","231.600","869.84K","0.80%"
"09/03/2025","231.350","230.150","231.800","229.200","1.03M","1.80%"
"09/02/2025","227.250","232.400","233.250","227.250","1.29M","-2.84%"
"09/01/2025","233.900","232.500","234.800","231.900","603.10K","0.95%"
"08/29/2025","231.700","234.550","235.150","231.150","1.28M","-1.97%"
"08/28/2025","236.350","236.750","237.850","235.000","796.63K","-0.02%"
"08/27/2025","236.400","231.000","237.200","230.950","1.09M","1.96%"
"08/26/2025","231.850","231.850","235.750","231.700","2.21M","-0.49%"
"08/25/2025","233.000","231.700","233.950","230.850","838.51K","0.17%"
"08/22/2025","232.600","231.400","232.700","230.300","1.23M","0.19%"
"08/21/2025","232.150","233.400","233.700","231.500","1.15M","-0.68%"
"08/20/2025","233.750","233.400","236.200","231.650","1.30M","-1.33%"
"08/19/2025","236.900","237.350","238.600","235.850","1.20M","0.11%"
"08/18/2025","236.650","237.700","237.700","235.450","1.12M","-0.15%"
"08/15/2025","237.000","239.600","241.300","237.000","1.75M","-1.11%"
"08/14/2025","239.650","239.250","240.750","238.300","1.10M","0.27%"
"08/13/2025","239.000","236.000","239.150","234.900","1.99M","3.02%"
"08/12/2025","232.000","248.000","248.350","231.750","3.43M","-6.96%"
"08/11/2025","249.350","251.700","251.700","248.150","641.40K","-0.30%"
"08/08/2025","250.100","251.550","253.150","248.450","1.04M","-1.83%"
"08/07/2025","254.750","252.350","257.700","250.700","1.42M","2.37%"
"08/06/2025","248.850","247.750","249.650","246.850","950.68K","0.89%"
"08/05/2025","246.650","245.900","248.200","245.300","1.04M","0.78%"
"08/04/2025","244.750","245.350","246.550","243.850","1.06M","0.04%"
"08/01/2025","244.650","248.900","249.950","242.850","1.67M","-2.45%"
"07/31/2025","250.800","257.450","258.700","250.200","1.78M","-0.87%"
"07/30/2025","253.000","248.800","253.250","248.500","1.01M","1.83%"
"07/29/2025","248.450","244.900","250.150","244.600","1.28M","1.80%"
"07/28/2025","244.050","248.150","248.300","243.450","1.30M","-0.39%"
"07/25/2025","245.000","243.750","246.050","243.000","1.31M","-0.45%"
"07/24/2025","246.100","247.450","251.050","243.700","1.85M","-1.11%"
"07/23/2025","248.850","255.150","256.800","244.450","3.97M","-4.10%"
"07/22/2025","259.500","262.650","264.650","258.950","1.19M","-1.50%"
"07/21/2025","263.450","264.200","265.400","261.450","733.89K","-0.23%"
"07/18/2025","264.050","266.500","267.100","262.750","955.58K","-0.66%"
"07/17/2025","265.800","263.250","266.050","261.350","1.07M","2.25%"
"07/16/2025","259.950","259.850","264.650","259.700","1.04M","0.06%"
"07/15/2025","259.800","257.250","261.150","257.000","839.29K","0.68%"
"07/14/2025","258.050","255.700","258.250","253.700","674.55K","-0.27%"
"07/11/2025","258.750","260.250","262.100","258.750","961.11K","-1.65%"
"07/10/2025","263.100","267.400","269.350","262.150","1.08M","-0.90%"
"07/09/2025","265.500","263.800","266.350","262.150","1.01M","0.51%"
"07/08/2025","264.150","262.500","265.200","261.100","1.40M","1.15%"
"07/07/2025","261.150","256.250","261.300","256.100","1.07M","2.21%"
"07/04/2025","255.500","256.050","257.200","254.750","766.32K","-1.05%"
"07/03/2025","258.200","252.300","258.200","251.800","915.61K","2.02%"
"07/02/2025","253.100","256.050","256.650","250.300","1.14M","-0.98%"
"07/01/2025","255.600","259.500","261.450","255.600","1.30M","-0.99%"
"06/30/2025","258.150","259.000","259.500","257.050","1.65M","0.06%"
"06/27/2025","258.000","255.050","258.400","252.700","1.47M","2.52%"
"06/26/2025","251.650","252.600","253.200","248.450","1.44M","-0.34%"
"06/25/2025","252.500","255.500","256.000","252.500","1.10M","-0.96%"
"06/24/2025","254.950","255.600","258.300","253.250","1.61M","2.00%"
"06/23/2025","249.950","249.000","252.750","248.900","1.25M","-0.48%"
"06/20/2025","251.150","249.350","254.850","248.800","7.94M","1.37%"
"06/19/2025","247.750","250.400","251.100","247.750","1.53M","-2.06%"
"06/18/2025","252.950","255.350","255.350","251.700","1.66M","-1.21%"
"06/17/2025","256.050","255.250","257.400","254.000","1.38M","-0.54%"
"06/16/2025","257.450","255.350","257.650","253.450","1.42M","1.06%"
"06/13/2025","254.750","256.250","257.900","254.050","2.00M","-2.45%"
"06/12/2025","261.150","259.850","262.950","259.050","1.36M","-0.76%"
"06/11/2025","263.150","265.700","266.200","262.400","1.84M","-0.96%"
"06/10/2025","265.700","267.000","268.100","262.900","1.42M","-0.71%"
"06/09/2025","267.600","271.050","271.200","264.050","1.33M","-1.74%"
"06/06/2025","272.350","271.000","272.950","269.400","918.84K","0.52%"
"06/05/2025","270.950","271.300","273.550","269.950","1.04M","-0.13%"
"06/04/2025","271.300","269.950","272.850","268.800","1.29M","0.65%"
"06/03/2025","269.550","266.250","269.550","264.000","1.57M","1.99%"
"06/02/2025","264.300","263.200","265.250","261.450","1.19M","-0.60%"
"05/30/2025","265.900","262.000","267.250","261.850","2.49M","1.31%"
"05/29/2025","262.450","266.700","267.250","261.400","1.15M","-0.32%"
"05/28/2025","263.300","264.350","265.950","262.400","1.58M","-0.88%"
"05/27/2025","265.650","261.500","268.250","261.100","1.69M","1.28%"
"05/26/2025","262.300","264.900","266.100","261.650","971.18K","0.67%"
"05/23/2025","260.550","265.450","269.050","256.150","2.41M","-1.86%"
"05/22/2025","265.500","264.350","265.950","262.000","1.09M","-0.11%"
"05/21/2025","265.800","262.150","266.300","262.000","1.45M","0.26%"
"05/20/2025","265.100","264.800","267.900","263.700","1.48M","-0.13%"
"05/19/2025","265.450","263.200","265.450","260.900","1.28M","-0.30%"
"05/16/2025","266.250","263.250","268.300","263.250","1.66M","1.16%"
"05/15/2025","263.200","258.150","263.200","258.150","1.52M","2.02%"
"05/14/2025","258.000","259.850","261.300","257.450","1.38M","-1.66%"
"05/13/2025","262.350","264.500","264.650","260.600","1.06M","-0.06%"
"05/12/2025","262.500","264.050","268.400","257.150","1.64M","0.32%"
"05/09/2025","261.650","262.900","264.350","260.500","1.39M","-0.44%"
"05/08/2025","262.800","264.100","266.900","260.950","1.60M","0.50%"
"05/07/2025","261.500","263.200","263.900","261.500","1.46M","-1.08%"
"05/06/2025","264.350","267.000","267.150","260.500","1.17M","-1.12%"
"05/05/2025","267.350","265.800","267.500","263.200","982.24K","0.39%"
"05/02/2025","266.300","257.250","266.300","256.100","2.83M","4.31%"
"04/30/2025","255.300","255.350","256.850","250.350","2.77M","0.27%"
"04/29/2025","254.600","250.950","255.800","249.900","1.90M","2.33%"
"04/28/2025","248.800","245.100","252.150","245.100","1.64M","1.68%"
"04/25/2025","244.700","241.800","245.600","240.800","2.03M","1.47%"
"04/24/2025","241.150","238.650","241.350","232.700","2.10M","-0.23%"
"04/23/2025","241.700","242.400","244.200","236.200","3.41M","10.62%"
"04/22/2025","218.500","222.000","223.050","215.600","2.82M","-3.32%"
"04/17/2025","226.000","231.050","232.250","225.800","1.97M","-2.73%"
"04/16/2025","232.350","229.650","233.300","227.500","1.68M","-0.13%"
"04/15/2025","232.650","229.000","232.800","229.000","1.60M","1.68%"
"04/14/2025","228.800","228.700","231.550","227.800","1.61M","1.78%"
"04/11/2025","224.800","233.300","233.350","222.400","2.39M","-2.26%"
"04/10/2025","230.000","235.000","235.800","228.900","2.91M","7.28%"
"04/09/2025","214.400","215.000","222.400","213.100","3.05M","-4.20%"
"04/08/2025","223.800","220.600","225.350","216.750","4.03M","1.08%"
"04/07/2025","221.400","216.700","233.900","210.200","6.90M","-4.24%"
"04/04/2025","231.200","237.000","240.400","227.900","4.88M","-3.24%"
"04/03/2025","238.950","245.850","245.850","238.500","2.26M","-4.07%"
"04/02/2025","249.100","249.300","249.850","244.800","1.31M","-0.42%"
"04/01/2025","250.150","246.750","251.100","245.900","1.35M","2.35%"
"03/31/2025","244.400","245.050","247.250","242.200","1.85M","-0.95%"
"03/28/2025","246.750","246.850","249.750","246.050","1.52M","-1.00%"
"03/27/2025","249.250","246.900","249.300","244.550","1.43M","-0.34%"
"03/26/2025","250.100","259.650","259.700","249.850","1.75M","-3.34%"
"03/25/2025","258.750","256.250","259.200","254.050","1.42M","1.33%"
"03/24/2025","255.350","254.350","257.800","252.900","1.66M","1.35%"
"03/21/2025","251.950","249.050","251.950","247.350","6.04M","0.72%"
"03/20/2025","250.150","250.600","252.400","246.950","2.17M","0.72%"
"03/19/2025","248.350","246.750","249.100","244.500","1.53M","0.67%"
"03/18/2025","246.700","248.400","249.800","243.700","1.96M","0.00%"
"03/17/2025","246.700","242.800","246.850","242.100","1.63M","1.69%"
"03/14/2025","242.600","236.550","242.950","234.900","1.76M","2.41%"
"03/13/2025","236.900","240.750","244.150","234.950","2.18M","-2.33%"
"03/12/2025","242.550","238.650","243.300","236.700","2.40M","1.63%"
"03/11/2025","238.650","241.800","242.450","237.950","2.82M","-1.47%"
"03/10/2025","242.200","254.250","254.950","240.200","3.11M","-4.78%"
"03/07/2025","254.350","255.550","259.450","253.750","2.25M","-2.68%"
"03/06/2025","261.350","265.150","266.800","256.750","2.28M","-1.27%"
"03/05/2025","264.700","264.450","267.500","262.800","1.80M","2.22%"
"03/04/2025","258.950","266.950","269.450","258.950","2.33M","-4.64%"
"03/03/2025","271.550","263.950","274.600","262.900","1.93M","2.36%"
"02/28/2025","265.300","265.150","267.150","262.250","2.93M","-0.82%"
"02/27/2025","267.500","269.950","273.950","266.650","1.91M","-2.80%"
"02/26/2025","275.200","274.050","275.600","272.850","1.32M","1.03%"
"02/25/2025","272.400","271.600","274.650","269.900","1.53M","-0.69%"
"02/24/2025","274.300","273.950","275.850","270.900","1.39M","0.26%"
"02/21/2025","273.600","273.700","276.500","273.200","1.74M","-0.49%"
"02/20/2025","274.950","277.000","278.300","274.300","1.10M","-0.49%"
"02/19/2025","276.300","283.250","283.500","275.350","1.35M","-0.74%"
"02/18/2025","278.350","279.450","280.950","277.350","1.00M","-0.62%"
"02/17/2025","280.100","276.950","280.200","275.950","694.63K","1.14%"
"02/14/2025","276.950","279.500","280.700","276.050","1.53M","-1.20%"
"02/13/2025","280.300","277.800","281.350","276.300","1.60M","0.41%"
"02/12/2025","279.150","279.500","280.650","276.200","1.57M","0.29%"
"02/11/2025","278.350","272.300","278.350","272.050","1.66M","2.41%"
"02/10/2025","271.800","271.950","272.900","269.900","1.24M","0.30%"
"02/07/2025","271.000","273.450","274.450","270.500","1.24M","-0.97%"
"02/06/2025","273.650","272.350","273.750","269.750","1.27M","1.05%"
"02/05/2025","270.800","266.250","271.100","265.750","957.95K","1.31%"
"02/04/2025","267.300","263.150","267.500","262.500","1.08M","1.58%"
"02/03/2025","263.150","261.400","265.850","260.600","2.07M","-1.99%"
"01/31/2025","268.500","268.500","269.850","267.600","1.63M","0.17%"
"01/30/2025","268.050","268.550","269.000","264.400","1.25M","0.32%"
"01/29/2025","267.200","263.600","269.350","260.800","1.64M","1.75%"
"01/28/2025","262.600","269.000","269.600","256.950","2.45M","0.46%"
"01/27/2025","261.400","260.000","263.100","256.450","1.96M","-0.82%"
"01/24/2025","263.550","264.000","264.850","262.000","1.39M","0.44%"
"01/23/2025","262.400","259.800","263.150","259.550","1.62M","0.04%"
"01/22/2025","262.300","259.000","264.100","258.400","1.46M","2.16%"
"01/21/2025","256.750","256.900","257.800","255.600","1.23M","0.29%"
"01/20/2025","256.000","256.000","256.700","254.950","943.93K","-0.33%"
"01/17/2025","256.850","254.500","256.850","253.500","1.88M","0.71%"
"01/16/2025","255.050","254.700","256.150","253.300","1.25M","0.57%"
"01/15/2025","253.600","248.300","254.300","246.000","1.86M","2.51%"
"01/14/2025","247.400","244.300","248.700","243.700","1.16M","1.44%"
"01/13/2025","243.900","244.100","245.900","242.100","1.21M","-0.79%"
"01/10/2025","245.850","244.150","247.600","244.050","1.38M","0.29%"
"01/09/2025","245.150","244.750","246.450","244.050","641.68K","0.16%"
"01/08/2025","244.750","242.650","248.600","242.650","1.33M","0.60%"
"01/07/2025","243.300","239.300","244.450","239.250","1.70M","1.69%"
"01/06/2025","239.250","235.150","239.250","234.350","1.53M","1.87%"
"01/03/2025","234.850","237.000","237.650","234.350","934.54K","-1.55%"
"01/02/2025","238.550","236.300","238.950","235.100","1.33M","0.95%"
"12/30/2024","236.300","238.550","238.550","235.750","723.23K","-1.34%"
"12/27/2024","239.500","241.400","241.400","237.950","1.48M","1.33%"
"12/23/2024","236.350","236.200","237.600","234.950","1.01M","-0.17%"
"12/20/2024","236.750","235.000","238.700","232.250","5.08M","-0.13%"
"12/19/2024","237.050","238.900","239.250","235.850","2.13M","-1.35%"
"12/18/2024","240.300","238.950","241.500","238.750","1.26M","0.52%"
"12/17/2024","239.050","239.250","241.050","238.400","1.37M","-0.66%"
"12/16/2024","240.650","239.500","241.800","237.250","1.28M","-0.17%"
"12/13/2024","241.050","241.450","243.400","239.700","1.45M","-0.19%"
"12/12/2024","241.500","238.000","242.100","237.850","1.38M","1.22%"
"12/11/2024","238.600","239.500","240.000","233.900","2.17M","-0.60%"
"12/10/2024","240.050","238.650","242.050","238.350","1.55M","-0.19%"
"12/09/2024","240.500","240.500","241.850","238.600","1.49M","-0.62%"
"12/06/2024","242.000","240.650","242.100","238.900","1.15M","0.27%"
"12/05/2024","241.350","241.250","242.500","239.750","1.74M","-0.14%"
"12/04/2024","241.700","234.300","241.950","234.150","1.57M","3.76%"
"12/03/2024","232.950","230.050","233.100","229.850","1.48M","0.82%"
"12/02/2024","231.050","223.950","231.050","223.300","1.88M","2.73%"
"11/29/2024","224.900","220.850","225.350","220.050","1.50M","1.70%"
"11/28/2024","221.150","221.500","222.550","220.500","623.31K","0.45%"
"11/27/2024","220.150","222.150","222.400","219.000","999.23K","-1.37%"
"11/26/2024","223.200","222.350","224.200","222.300","1.15M","-0.13%"
"11/25/2024","223.500","227.300","227.700","223.400","1.95M","-1.06%"
"11/22/2024","225.900","226.000","227.450","223.650","1.46M","0.53%"
"11/21/2024","224.700","222.500","224.700","220.700","1.45M","1.86%"
"11/20/2024","220.600","221.650","223.350","219.700","1.39M","0.32%"
"11/19/2024","219.900","218.550","219.950","215.350","1.30M","0.59%"
"11/18/2024","218.600","216.600","218.900","216.500","865.48K","0.60%"
"11/15/2024","217.300","218.600","219.100","215.900","1.44M","-1.70%"
"11/14/2024","221.050","216.350","221.050","216.200","1.71M","0.73%"
"11/13/2024","219.450","219.000","219.650","216.250","1.51M","-0.43%"
"11/12/2024","220.400","220.000","222.800","219.700","1.47M","-0.54%"
"11/11/2024","221.600","222.750","223.750","221.350","1.21M","0.09%"
"11/08/2024","221.400","222.950","223.450","219.900","1.24M","0.36%"
"11/07/2024","220.600","215.100","221.050","215.100","1.67M","3.59%"
"11/06/2024","212.950","217.800","219.750","212.950","1.73M","-1.25%"
"11/05/2024","215.650","214.000","216.050","213.650","723.02K","0.87%"
"11/04/2024","213.800","215.750","216.000","212.600","827.15K","-1.36%"
"11/01/2024","216.750","215.850","217.000","214.150","1.32M","0.91%"
"10/31/2024","214.800","216.700","218.050","213.250","1.75M","-2.16%"
"10/30/2024","219.550","223.750","224.100","219.350","1.61M","-1.99%"
"10/29/2024","224.000","223.100","224.600","222.500","1.20M","0.58%"
"10/28/2024","222.700","220.750","223.050","220.400","1.27M","0.75%"
"10/25/2024","221.050","219.500","221.800","219.500","1.38M","0.91%"
"10/24/2024","219.050","218.650","220.400","216.950","1.20M","0.18%"
"10/23/2024","218.650","215.050","219.850","214.150","1.43M","1.58%"
"10/22/2024","215.250","221.650","223.200","215.250","2.86M","2.14%"
"10/21/2024","210.750","213.000","214.050","210.750","1.27M","-0.99%"
"10/18/2024","212.850","210.700","213.250","209.900","1.22M","0.59%"
"10/17/2024","211.600","210.950","212.750","210.200","1.14M","0.45%"
"10/16/2024","210.650","211.500","213.100","210.250","1.56M","0.41%"
"10/15/2024","209.800","213.600","214.550","208.950","1.92M","-0.83%"
"10/14/2024","211.550","209.000","211.900","208.700","872.37K","1.41%"
"10/11/2024","208.600","205.750","208.600","205.300","1.28M","1.24%"
"10/10/2024","206.050","207.800","208.250","204.500","1.14M","-0.87%"
"10/09/2024","207.850","205.650","208.000","204.400","1.03M","1.39%"
"10/08/2024","205.000","200.900","205.000","200.050","1.19M","2.35%"
"10/07/2024","200.300","200.650","201.150","199.640","959.99K","-0.20%"
"10/04/2024","200.700","199.600","201.800","198.520","1.19M","-0.05%"
"10/03/2024","200.800","199.420","202.200","199.120","1.39M","-1.45%"
"10/02/2024","203.750","204.250","204.750","201.200","820.11K","-0.27%"
"10/01/2024","204.300","206.950","208.650","203.650","1.47M","-0.05%"
"09/30/2024","204.400","204.550","207.050","204.400","1.77M","-0.63%"
"09/27/2024","205.700","203.800","205.700","201.000","1.83M","0.59%"
"09/26/2024","204.500","205.800","206.400","203.100","1.45M","1.34%"
"09/25/2024","201.800","199.000","202.450","198.000","1.93M","-2.44%"
"09/24/2024","206.850","207.850","208.050","204.600","1.01M","0.00%"
"09/23/2024","206.850","205.550","207.500","205.350","810.62K","1.15%"
"09/20/2024","204.500","205.300","206.400","203.600","2.90M","-0.78%"
"09/19/2024","206.100","201.750","206.700","200.250","1.75M","3.27%"
"09/18/2024","199.580","200.350","200.750","198.400","1.15M","-0.53%"
"09/17/2024","200.650","200.250","201.200","199.360","1.32M","0.25%"
"09/16/2024","200.150","198.680","203.650","198.040","1.15M","-0.25%"
"09/13/2024","200.650","199.000","200.950","198.020","1.66M","0.74%"
"09/12/2024","199.180","198.000","199.680","197.380","1.59M","2.45%"
"09/11/2024","194.420","193.380","195.440","191.620","1.68M","0.98%"
"09/10/2024","192.540","194.740","194.960","192.080","1.83M","-0.02%"
"09/09/2024","192.580","192.020","193.240","191.540","1.24M","0.98%"
"09/06/2024","190.720","190.820","193.700","190.040","1.56M","-0.38%"
"09/05/2024","191.440","193.520","195.120","190.740","1.07M","-1.11%"
"09/04/2024","193.580","194.280","195.800","192.740","1.49M","-2.33%"
"09/03/2024","198.200","199.860","201.050","198.040","1.39M","-0.83%"
"09/02/2024","199.860","198.260","199.860","197.240","844.70K","1.08%"
"08/30/2024","197.720","197.420","198.420","196.900","1.65M","-0.65%"
"08/29/2024","199.020","195.180","199.020","194.580","1.10M","1.96%"
"08/28/2024","195.200","196.720","197.660","195.140","887.71K","-0.03%"
"08/27/2024","195.260","194.180","195.260","192.860","842.99K","0.55%"
"08/26/2024","194.200","194.980","196.000","193.580","753.25K","-0.73%"
"08/23/2024","195.620","196.200","197.240","194.920","1.08M","-0.47%"
"08/22/2024","196.540","196.300","197.820","195.680","966.82K","0.02%"
"08/21/2024","196.500","196.680","197.580","195.800","818.79K","0.31%"
"08/20/2024","195.900","198.440","199.200","195.900","1.10M","-0.68%"
"08/19/2024","197.240","195.840","197.240","194.680","924.17K","0.22%"
"08/16/2024","196.800","195.500","197.680","195.500","1.40M","0.42%"
"08/15/2024","195.980","193.820","196.100","192.500","1.02M","2.03%"
"08/14/2024","192.080","192.000","192.880","190.940","765.83K","0.26%"
"08/13/2024","191.580","190.000","191.580","189.220","723.58K","1.20%"
"08/12/2024","189.300","190.180","190.720","188.100","874.02K","-0.33%"
"08/09/2024","189.920","188.220","189.980","187.640","1.00M","0.87%"
"08/08/2024","188.280","184.800","188.280","183.740","1.49M","0.16%"
"08/07/2024","187.980","185.940","188.480","185.720","1.63M","1.39%"
"08/06/2024","185.400","181.900","186.540","181.780","1.99M","2.31%"
"08/05/2024","181.220","179.640","182.220","176.720","2.79M","-2.65%"
"08/02/2024","186.160","189.000","189.800","185.240","2.11M","-2.77%"
"08/01/2024","191.460","196.000","196.440","191.460","1.44M","-1.83%"
"07/31/2024","195.020","191.580","195.160","191.400","1.55M","1.56%"
"07/30/2024","192.020","193.300","194.040","190.420","1.20M","-0.45%"
"07/29/2024","192.880","196.000","197.460","192.880","1.26M","-1.48%"
"07/26/2024","195.780","194.740","196.440","193.380","1.08M","0.29%"
"07/25/2024","195.220","192.500","195.840","191.440","1.79M","0.72%"
"07/24/2024","193.820","195.560","196.420","193.160","2.11M","-1.48%"
"07/23/2024","196.740","193.900","196.980","192.880","2.57M","7.15%"
"07/22/2024","183.620","181.200","184.420","180.580","1.19M","1.17%"
"07/19/2024","181.500","180.920","181.760","178.860","2.04M","0.51%"
"07/18/2024","180.580","183.500","184.380","180.260","1.49M","-1.46%"
"07/17/2024","183.260","185.880","187.440","183.260","1.09M","-2.12%"
"07/16/2024","187.220","187.220","188.360","186.440","796.67K","-0.29%"
"07/15/2024","187.760","188.680","189.660","187.620","850.87K","-0.52%"
"07/12/2024","188.740","186.280","189.240","185.440","1.40M","1.22%"
"07/11/2024","186.460","186.300","188.480","184.100","1.05M","0.36%"
"07/10/2024","185.800","185.560","186.960","184.900","895.27K","0.56%"
"07/09/2024","184.760","186.700","188.120","184.580","1.18M","-1.64%"
"07/08/2024","187.840","190.000","190.980","187.740","1.06M","-0.66%"
"07/05/2024","189.080","188.040","190.840","187.960","1.00M","1.10%"
"07/04/2024","187.020","188.880","189.140","186.600","508.67K","-0.34%"
"07/03/2024","187.660","185.840","187.800","185.500","1.24M","1.33%"
"07/02/2024","185.200","186.000","186.700","182.340","1.06M","-0.26%"
"07/01/2024","185.680","188.700","189.400","185.120","1.49M","-2.03%"
"06/28/2024","189.520","188.100","190.960","187.340","1.96M","1.11%"
"06/27/2024","187.440","185.500","187.860","185.480","1.48M","0.76%"
"06/26/2024","186.020","184.000","187.560","183.980","1.86M","2.37%"
"06/25/2024","181.720","179.400","181.720","177.640","1.24M","1.26%"
"06/24/2024","179.460","180.940","181.760","177.840","1.43M","-0.88%"
"06/21/2024","181.060","179.200","181.480","179.120","5.12M","0.76%"
"06/20/2024","179.700","177.040","179.700","177.040","2.45M","1.94%"
"06/19/2024","176.280","175.600","176.380","174.700","757.51K","0.16%"
"06/18/2024","176.000","176.500","177.160","174.760","1.47M","0.14%"
"06/17/2024","175.760","175.760","177.480","175.560","1.42M","0.56%"
"06/14/2024","174.780","178.980","180.460","174.780","2.25M","-1.80%"
"06/13/2024","177.980","181.500","183.160","177.980","1.93M","-1.89%"
"06/12/2024","181.400","177.020","181.400","175.960","1.90M","3.42%"
"06/11/2024","175.400","176.460","176.820","173.840","1.42M","-0.80%"
"06/10/2024","176.820","176.880","177.220","175.360","1.03M","-0.30%"
"06/07/2024","177.360","177.500","178.260","175.700","1.22M","-0.20%"
"06/06/2024","177.720","176.020","180.240","176.000","2.09M","3.61%"
"06/05/2024","171.520","170.000","171.820","169.080","1.35M","1.73%"
"06/04/2024","168.600","168.520","170.440","167.660","1.59M","0.20%"
"06/03/2024","168.260","169.740","169.820","166.960","1.53M","1.39%"
"05/31/2024","165.960","165.460","168.020","165.260","3.85M","-1.55%"
"05/30/2024","168.580","171.080","171.700","168.200","2.40M","-4.12%"
"05/29/2024","175.820","178.400","178.640","174.900","1.30M","-0.79%"
"05/28/2024","177.220","180.580","181.640","176.640","1.14M","-1.77%"
"05/27/2024","180.420","179.420","180.540","178.700","490.36K","0.20%"
"05/24/2024","180.060","178.660","180.920","178.100","1.20M","-0.72%"
"05/23/2024","181.360","180.520","182.320","179.980","1.35M","1.14%"
"05/22/2024","179.320","179.240","179.760","178.680","966.50K","-0.38%"
"05/21/2024","180.000","179.900","180.580","178.900","1.51M","0.35%"
"05/20/2024","179.380","176.920","179.420","176.920","684.23K","1.33%"
"05/17/2024","177.020","175.700","177.100","174.240","1.77M","0.16%"
"05/16/2024","176.740","176.780","177.500","175.400","1.69M","0.36%"
"05/15/2024","176.100","175.380","176.480","174.560","1.29M","0.81%"
"05/14/2024","174.680","176.460","176.520","173.920","1.12M","-1.13%"
"05/13/2024","176.680","176.040","177.020","175.720","804.98K","0.35%"
"05/10/2024","176.060","177.680","178.160","175.340","1.41M","-0.97%"
"05/09/2024","177.780","176.140","177.880","175.720","1.18M","0.75%"
"05/08/2024","176.460","174.680","176.880","174.540","1.52M","1.20%"
"05/07/2024","174.360","172.220","174.720","171.040","1.18M","1.68%"
"05/06/2024","171.480","170.240","171.500","169.380","742.06K","0.45%"
"05/03/2024","170.720","169.780","171.180","169.240","996.64K","1.29%"
"05/02/2024","168.540","169.180","169.740","167.580","1.21M","-0.68%"
"04/30/2024","169.700","171.160","171.420","169.560","1.88M","-1.00%"
"04/29/2024","171.420","173.960","174.340","171.360","984.22K","-1.48%"
"04/26/2024","174.000","172.500","174.760","172.480","1.50M","2.23%"
"04/25/2024","170.200","174.880","174.880","168.480","2.27M","-3.05%"
"04/24/2024","175.560","175.180","177.500","175.160","2.20M","0.40%"
"04/23/2024","174.860","174.180","174.860","171.220","2.60M","5.27%"
"04/22/2024","166.100","165.460","167.080","163.820","1.55M","0.18%"
"04/19/2024","165.800","166.320","168.240","164.800","2.62M","-2.00%"
"04/18/2024","169.180","169.320","169.420","167.440","1.29M","0.25%"
"04/17/2024","168.760","169.600","171.120","168.760","1.50M","-0.95%"
"04/16/2024","170.380","168.780","171.360","167.160","1.61M","-0.75%"
"04/15/2024","171.660","170.900","173.460","170.820","1.16M","0.35%"
"04/12/2024","171.060","173.000","174.220","169.920","1.86M","-0.09%"
"04/11/2024","171.220","171.180","171.500","169.560","1.90M","-0.05%"
"04/10/2024","171.300","173.140","173.340","169.080","1.65M","-0.65%"
"04/09/2024","172.420","176.380","176.740","172.420","1.53M","-2.71%"
"04/08/2024","177.220","176.700","178.260","176.040","1.02M","-0.11%"
"04/05/2024","177.420","175.400","177.960","174.780","2.10M","-0.34%"
"04/04/2024","178.020","177.920","178.460","176.340","1.13M","-0.11%"
"04/03/2024","178.220","178.320","179.520","176.560","1.50M","0.66%"
"04/02/2024","177.060","181.000","181.920","177.060","1.84M","-1.88%"
"03/28/2024","180.460","181.820","181.860","179.100","1.70M","-0.87%"
"03/27/2024","182.040","182.000","184.480","181.460","1.49M","-0.31%"
"03/26/2024","182.600","180.840","183.180","180.520","1.47M","1.03%"
"03/25/2024","180.740","180.180","180.980","177.920","1.19M","0.26%"
"03/22/2024","180.280","179.560","180.300","178.880","1.57M","-0.16%"
