"Date","Price","Open","High","Low","Vol.","Change %"
"10/05/2022","87.240","87.480","88.400","86.790","1.42M","-1.43%"
"10/04/2022","88.510","86.760","88.550","86.150","2.49M","4.36%"
"10/03/2022","84.810","82.170","85.110","82.160","1.44M","0.82%"
"09/30/2022","84.120","82.100","84.340","81.950","2.33M","2.75%"
"09/29/2022","81.870","83.060","83.150","81.350","1.95M","-1.54%"
"09/28/2022","83.150","81.680","83.490","81.680","2.56M","0.91%"
"09/27/2022","82.400","83.900","84.360","82.400","2.22M","-0.57%"
"09/26/2022","82.870","80.980","83.820","80.980","2.67M","2.23%"
"09/23/2022","81.060","82.330","82.360","79.580","3.06M","-1.72%"
"09/22/2022","82.480","82.640","84.480","82.440","1.61M","-2.36%"
"09/21/2022","84.470","82.990","84.670","82.420","1.37M","1.44%"
"09/20/2022","83.270","84.000","84.250","82.530","1.55M","-0.13%"
"09/19/2022","83.380","83.310","83.980","82.290","1.55M","-0.35%"
"09/16/2022","83.670","84.250","84.370","83.160","3.99M","-1.55%"
"09/15/2022","84.990","86.000","86.600","84.560","2.20M","-1.15%"
"09/14/2022","85.980","86.130","86.720","85.210","1.69M","-0.81%"
"09/13/2022","86.680","88.480","89.090","86.250","2.42M","-1.28%"
"09/12/2022","87.800","86.860","88.300","86.510","1.77M","1.40%"
"09/09/2022","86.590","85.500","86.870","85.380","1.57M","1.31%"
"09/08/2022","85.470","85.880","86.450","83.850","1.76M","0.20%"
"09/07/2022","85.300","84.920","86.000","84.870","1.50M","-0.25%"
"09/06/2022","85.510","84.420","86.060","84.320","2.40M","1.18%"
"09/05/2022","84.510","83.330","84.880","83.100","1.76M","-0.95%"
"09/02/2022","85.320","84.970","85.370","83.250","2.29M","2.61%"
"09/01/2022","83.150","84.310","85.040","83.010","2.44M","-2.11%"
"08/31/2022","84.940","85.600","86.160","84.790","3.56M","0.40%"
"08/30/2022","84.600","84.470","86.220","84.290","1.95M","0.04%"
"08/29/2022","84.570","84.210","84.830","83.880","1.92M","-0.84%"
"08/26/2022","85.290","88.490","88.650","85.000","2.41M","-2.93%"
"08/25/2022","87.860","87.480","88.370","87.090","1.63M","-0.43%"
"08/24/2022","88.240","87.270","88.270","87.050","1.40M","0.33%"
"08/23/2022","87.950","88.710","88.990","87.950","1.46M","-1.38%"
"08/22/2022","89.180","90.650","91.260","88.830","1.98M","-2.32%"
"08/19/2022","91.300","90.530","92.020","90.490","2.06M","-0.23%"
"08/18/2022","91.510","91.140","91.640","90.930","1.29M","0.25%"
"08/17/2022","91.280","92.300","92.830","90.980","1.36M","-1.39%"
"08/16/2022","92.570","93.850","93.890","91.900","1.61M","-0.77%"
"08/15/2022","93.290","92.870","93.350","92.500","1.28M","0.28%"
"08/12/2022","93.030","92.270","93.280","92.180","1.69M","0.25%"
"08/11/2022","92.800","93.700","94.470","92.240","1.56M","-0.62%"
"08/10/2022","93.380","91.500","93.610","91.150","1.53M","1.63%"
"08/09/2022","91.880","92.350","92.470","91.320","1.64M","-1.31%"
"08/08/2022","93.100","92.650","93.650","92.520","1.10M","0.94%"
"08/05/2022","92.230","93.120","93.530","91.880","1.58M","-0.66%"
"08/04/2022","92.840","91.990","93.990","91.900","1.92M","1.13%"
"08/03/2022","91.800","90.210","92.160","89.900","1.61M","2.42%"
"08/02/2022","89.630","90.940","90.990","89.040","1.77M","-2.25%"
"08/01/2022","91.690","90.730","92.130","90.460","1.72M","1.11%"
"07/29/2022","90.680","90.290","91.760","90.040","2.59M","0.87%"
"07/28/2022","89.900","89.920","89.980","88.310","1.98M","1.18%"
"07/27/2022","88.850","89.430","89.590","88.160","1.56M","-0.41%"
"07/26/2022","89.220","89.570","90.600","89.080","1.46M","-0.88%"
"07/25/2022","90.010","91.070","92.080","89.250","1.86M","-2.23%"
"07/22/2022","92.060","88.150","93.640","87.880","3.51M","4.45%"
"07/21/2022","88.140","87.400","88.680","85.320","4.31M","-2.84%"
"07/20/2022","90.720","90.190","90.720","89.290","2.19M","0.93%"
"07/19/2022","89.880","86.910","90.180","86.410","2.23M","2.46%"
"07/18/2022","87.720","87.600","88.690","87.140","1.50M","0.56%"
"07/15/2022","87.230","84.900","87.280","84.830","2.27M","2.70%"
"07/14/2022","84.940","85.290","85.770","83.840","1.69M","-0.55%"
"07/13/2022","85.410","86.250","86.620","84.020","2.21M","-1.79%"
"07/12/2022","86.970","87.530","87.870","86.510","2.12M","-1.60%"
"07/11/2022","88.380","88.050","88.840","87.780","1.17M","-1.36%"
"07/08/2022","89.600","89.230","89.600","87.970","1.80M","0.80%"
"07/07/2022","88.890","88.640","89.560","88.180","1.98M","1.20%"
"07/06/2022","87.840","86.560","88.790","86.340","2.46M","2.82%"
"07/05/2022","85.430","86.540","86.800","84.480","2.49M","-0.01%"
"07/04/2022","85.440","86.790","86.980","85.440","1.10M","-1.45%"
"07/01/2022","86.700","85.740","87.160","85.480","1.69M","-0.26%"
"06/30/2022","86.930","87.340","87.470","84.280","4.42M","-3.59%"
"06/29/2022","90.170","89.830","90.690","89.220","1.92M","-1.17%"
"06/28/2022","91.240","92.170","93.020","91.080","1.78M","-1.15%"
"06/27/2022","92.300","93.150","93.700","91.580","1.69M","-0.03%"
"06/24/2022","92.330","89.860","92.470","89.700","2.07M","3.30%"
"06/23/2022","89.380","88.580","89.970","88.110","2.15M","-0.19%"
"06/22/2022","89.550","88.260","89.960","87.230","1.85M","0.10%"
"06/21/2022","89.460","89.500","90.190","89.090","1.45M","0.25%"
"06/20/2022","89.240","89.090","89.590","88.250","1.26M","0.25%"
"06/17/2022","89.020","88.300","89.730","87.960","5.84M","1.42%"
"06/16/2022","87.770","88.650","89.000","87.740","2.36M","-1.37%"
"06/15/2022","88.990","87.510","89.290","86.890","2.69M","2.28%"
"06/14/2022","87.010","88.610","88.760","86.700","2.54M","0.01%"
"06/13/2022","87.000","87.600","88.720","86.400","2.78M","-2.28%"
"06/10/2022","89.030","91.370","91.800","89.030","2.49M","-3.60%"
"06/09/2022","92.350","93.000","93.600","91.910","1.78M","-1.34%"
"06/08/2022","93.600","94.700","94.820","93.300","1.45M","-0.92%"
"06/07/2022","94.470","93.500","95.070","93.400","1.50M","-0.26%"
"06/06/2022","94.720","94.300","95.600","94.110","1.08M","1.19%"
"06/03/2022","93.610","94.780","94.780","93.270","1.07M","-0.26%"
"06/02/2022","93.850","93.980","94.000","92.780","1.27M","0.59%"
"06/01/2022","93.300","94.180","94.680","92.140","2.17M","0.55%"
"05/31/2022","92.790","94.740","94.740","92.140","9.37M","-2.45%"
"05/30/2022","95.120","94.970","95.660","94.520","1.42M","1.20%"
"05/27/2022","93.990","92.500","93.990","92.420","2.39M","2.61%"
"05/26/2022","91.600","90.890","91.780","90.410","1.59M","1.07%"
"05/25/2022","90.630","92.110","92.150","90.020","2.27M","-1.47%"
"05/24/2022","91.980","92.650","93.680","91.980","2.03M","-1.11%"
"05/23/2022","93.010","93.460","93.520","92.230","2.01M","1.08%"
"05/20/2022","92.020","90.520","92.640","90.210","3.36M","1.98%"
"05/19/2022","90.230","88.000","90.430","86.810","3.84M","-1.39%"
"05/18/2022","91.500","93.480","93.980","91.500","2.64M","-2.60%"
"05/17/2022","93.940","93.830","95.030","92.870","1.90M","0.75%"
"05/16/2022","93.240","94.540","94.770","92.850","1.78M","-1.83%"
"05/13/2022","94.980","94.670","94.980","93.540","2.22M","1.69%"
"05/12/2022","93.400","90.720","93.930","90.670","2.63M","0.35%"
"05/11/2022","93.070","91.870","93.070","90.550","2.66M","1.54%"
"05/10/2022","91.660","92.560","93.180","91.140","2.19M","0.98%"
"05/09/2022","90.770","90.600","91.810","89.970","2.82M","-0.95%"
"05/06/2022","91.640","94.400","94.580","90.330","3.72M","-3.76%"
"05/05/2022","95.220","96.420","97.300","94.800","2.57M","1.85%"
"05/04/2022","93.490","94.540","94.810","93.440","1.92M","-1.85%"
"05/03/2022","95.250","97.380","97.460","94.410","2.79M","-1.31%"
"05/02/2022","96.510","96.100","96.980","95.360","","-1.08%"
"04/29/2022","97.560","97.680","98.740","97.120","","0.83%"
"04/28/2022","96.760","94.870","96.860","94.720","2.87M","1.93%"
"04/27/2022","94.930","94.880","95.730","93.860","","0.39%"
"04/26/2022","94.560","96.880","97.310","94.330","3.01M","-1.23%"
"04/25/2022","95.740","94.980","96.740","94.810","","-1.88%"
"04/22/2022","97.570","96.570","97.920","94.040","5.26M","-2.00%"
"04/21/2022","99.560","98.610","100.080","98.240","2.35M","1.10%"
"04/20/2022","98.480","95.960","98.650","95.940","2.35M","1.35%"
"04/19/2022","97.170","96.020","97.190","95.310","3.17M","0.01%"
"04/14/2022","97.160","97.370","98.200","96.730","3.77M","0.32%"
"04/13/2022","96.850","97.730","97.730","96.030","2.96M","-1.50%"
"04/12/2022","98.320","98.000","98.810","97.000","3.16M","-1.03%"
"04/11/2022","99.340","99.050","99.950","98.560","1.91M","-1.08%"
"04/08/2022","100.420","100.480","100.900","99.410","2.05M","0.70%"
"04/07/2022","99.720","100.400","100.640","99.460","2.41M","-0.86%"
"04/06/2022","100.580","101.880","102.680","100.040","3.11M","-1.08%"
"04/05/2022","101.680","102.340","103.060","100.720","1.84M","0.10%"
"04/04/2022","101.580","100.060","102.140","98.500","2.37M","1.83%"
"04/01/2022","99.750","101.100","101.260","99.750","2.02M","-1.35%"
"03/31/2022","101.120","102.020","103.780","101.020","2.95M","-0.92%"
"03/30/2022","102.060","103.300","103.340","101.340","2.13M","-1.32%"
"03/29/2022","103.420","102.400","104.180","101.900","2.52M","2.42%"
"03/28/2022","100.980","100.720","102.060","100.480","1.91M","0.12%"
"03/25/2022","100.860","100.180","102.060","100.020","1.78M","0.44%"
"03/24/2022","100.420","101.320","101.320","99.640","2.15M","-0.28%"
"03/23/2022","100.700","102.160","103.000","100.280","2.01M","-1.76%"
"03/22/2022","102.500","101.540","102.500","100.700","2.39M","0.59%"
"03/21/2022","101.900","101.500","102.980","100.780","2.48M","-1.74%"
"03/18/2022","103.700","103.800","103.820","101.240","4.64M","-0.04%"
"03/17/2022","103.740","104.320","104.400","102.660","2.28M","0.88%"
"03/16/2022","102.840","102.480","103.800","101.840","3.47M","2.29%"
"03/15/2022","100.540","100.260","101.260","99.030","2.52M","-0.63%"
"03/14/2022","101.180","100.000","102.100","99.300","2.56M","1.61%"
"03/11/2022","99.580","98.110","101.780","97.540","3.67M","1.59%"
"03/10/2022","98.020","100.200","100.280","97.660","4.31M","-3.35%"
"03/09/2022","101.420","98.210","101.420","97.590","4.48M","5.22%"
"03/08/2022","96.390","96.600","99.120","95.680","4.88M","-0.90%"
"03/07/2022","97.270","95.000","99.260","94.970","5.89M","0.52%"
"03/04/2022","96.770","97.380","99.040","96.770","5.82M","-2.47%"
"03/03/2022","99.220","99.760","101.340","99.150","3.19M","-1.65%"
"03/02/2022","100.880","98.520","101.740","98.510","4.22M","2.02%"
"03/01/2022","98.880","100.780","100.840","97.960","3.79M","-2.41%"
"02/28/2022","101.320","99.190","101.500","99.000","4.09M","-0.08%"
"02/25/2022","101.400","100.000","101.580","98.550","4.19M","4.02%"
"02/24/2022","97.480","95.000","99.000","94.480","7.68M","-2.13%"
"02/23/2022","99.600","100.740","101.560","99.540","2.94M","-0.46%"
"02/22/2022","100.060","98.000","100.920","97.270","4.17M","-0.95%"
"02/21/2022","101.020","103.000","103.800","99.720","2.68M","-1.21%"
"02/18/2022","102.260","104.080","105.080","102.260","3.38M","-2.85%"
"02/17/2022","105.260","105.020","106.060","104.720","2.21M","-0.23%"
"02/16/2022","105.500","106.320","106.940","104.760","2.40M","-0.19%"
"02/15/2022","105.700","104.700","106.740","104.400","2.80M","0.30%"
"02/14/2022","105.380","105.220","105.500","103.100","4.17M","-1.97%"
"02/11/2022","107.500","108.120","108.940","107.440","2.56M","-1.65%"
"02/10/2022","109.300","110.000","110.380","108.220","3.07M","-0.42%"
"02/09/2022","109.760","110.240","111.340","109.220","2.98M","0.02%"
"02/08/2022","109.740","111.160","111.200","109.220","2.61M","-1.31%"
"02/07/2022","111.200","110.000","112.100","109.680","2.72M","1.85%"
"02/04/2022","109.180","108.860","110.260","108.400","2.97M","0.07%"
"02/03/2022","109.100","111.140","111.400","108.880","2.95M","-2.68%"
"02/02/2022","112.100","113.400","113.860","112.040","2.34M","-0.80%"
"02/01/2022","113.000","111.780","113.660","111.140","3.25M","2.36%"
"01/31/2022","110.400","109.780","110.540","107.940","3.75M","2.05%"
"01/28/2022","108.180","110.300","110.360","106.660","5.16M","-2.40%"
"01/27/2022","110.840","114.000","114.500","107.580","7.32M","-5.97%"
"01/26/2022","117.880","117.040","118.700","116.900","2.04M","1.08%"
"01/25/2022","116.620","116.980","117.140","115.220","2.32M","0.53%"
"01/24/2022","116.000","119.640","120.320","116.000","3.50M","-4.29%"
"01/21/2022","121.200","121.000","122.060","120.340","2.55M","-1.45%"
"01/20/2022","122.980","121.620","123.160","120.720","1.80M","1.28%"
"01/19/2022","121.420","119.140","122.000","119.000","1.84M","0.38%"
"01/18/2022","120.960","121.760","121.760","119.360","2.20M","-1.27%"
"01/17/2022","122.520","121.420","122.700","120.400","1.27M","1.69%"
"01/14/2022","120.480","120.500","123.540","118.260","3.39M","-0.02%"
"01/13/2022","120.500","121.480","121.640","119.440","2.08M","-1.44%"
"01/12/2022","122.260","123.240","123.400","121.620","1.87M","0.46%"
"01/11/2022","121.700","121.940","123.600","121.220","2.14M","0.80%"
"01/10/2022","120.740","121.880","122.560","120.580","1.91M","-0.45%"
"01/07/2022","121.280","121.300","121.760","120.220","1.92M","-0.54%"
"01/06/2022","121.940","122.340","123.320","120.540","2.21M","-2.31%"
"01/05/2022","124.820","123.480","125.320","122.960","1.52M","0.35%"
"01/04/2022","124.380","124.900","125.400","123.920","1.34M","0.11%"
"01/03/2022","124.240","123.360","124.540","122.780","1.55M","-0.53%"
"12/30/2021","124.900","123.520","124.900","123.240","1.26M","1.08%"
"12/29/2021","123.560","124.600","124.740","122.960","1.00M","-1.06%"
"12/28/2021","124.880","124.000","125.260","123.540","1.05M","0.60%"
"12/27/2021","124.140","123.400","124.480","122.820","908.82K","0.50%"
"12/23/2021","123.520","122.740","123.540","122.060","975.83K","0.64%"
"12/22/2021","122.740","122.180","122.740","120.960","941.21K","1.10%"
"12/21/2021","121.400","121.760","121.900","120.140","1.25M","0.75%"
"12/20/2021","120.500","120.000","121.220","119.060","1.65M","-2.44%"
"12/17/2021","123.520","122.240","123.620","121.420","4.02M","0.93%"
"12/16/2021","122.380","123.500","123.800","122.020","2.47M","1.02%"
"12/15/2021","121.140","120.060","121.600","120.060","1.48M","0.98%"
"12/14/2021","119.960","122.520","123.180","119.820","1.61M","-2.07%"
"12/13/2021","122.500","120.900","123.420","120.560","2.15M","2.61%"
"12/10/2021","119.380","117.700","119.840","117.660","1.87M","0.81%"
"12/09/2021","118.420","118.560","119.360","117.500","1.30M","0.07%"
"12/08/2021","118.340","119.600","120.080","118.180","1.72M","-1.09%"
"12/07/2021","119.640","118.500","119.640","117.860","2.90M","2.87%"
"12/06/2021","116.300","114.960","116.500","113.780","2.47M","1.87%"
"12/03/2021","114.160","115.260","115.680","113.420","2.54M","0.04%"
"12/02/2021","114.120","115.500","116.160","113.980","2.56M","-2.53%"
"12/01/2021","117.080","114.120","117.140","113.300","3.11M","3.45%"
"11/30/2021","113.180","116.040","116.300","113.180","5.90M","-3.10%"
"11/29/2021","116.800","116.000","117.700","116.000","2.68M","1.37%"
"11/26/2021","115.220","116.720","119.080","115.220","3.68M","-3.84%"
"11/25/2021","119.820","119.480","120.080","119.040","1.08M","0.74%"
"11/24/2021","118.940","120.100","120.240","117.080","1.89M","-0.50%"
"11/23/2021","119.540","120.580","120.820","119.160","2.10M","-1.74%"
"11/22/2021","121.660","125.220","125.440","121.660","1.75M","-3.35%"
"11/19/2021","125.880","125.020","126.380","124.320","3.30M","0.90%"
"11/18/2021","124.760","125.380","125.660","124.040","1.69M","-0.56%"
"11/17/2021","125.460","125.560","126.480","125.360","1.39M","-0.32%"
"11/16/2021","125.860","124.720","125.960","124.500","1.25M","0.91%"
"11/15/2021","124.720","124.700","125.180","123.660","1.32M","-0.30%"
"11/12/2021","125.100","126.340","127.440","123.600","2.24M","-1.60%"
"11/11/2021","127.140","127.120","127.400","126.180","861.72K","-0.42%"
"11/10/2021","127.680","127.980","128.460","126.720","1.35M","-0.50%"
"11/09/2021","128.320","128.060","129.060","127.660","1.13M","-0.51%"
"11/08/2021","128.980","128.800","129.540","128.260","899.42K","0.00%"
"11/05/2021","128.980","128.320","129.740","127.920","2.18M","0.14%"
"11/04/2021","128.800","128.760","129.520","127.320","2.17M","0.28%"
"11/03/2021","128.440","127.100","128.440","126.720","1.55M","1.18%"
"11/02/2021","126.940","126.300","127.560","126.080","1.60M","0.49%"
"11/01/2021","126.320","125.940","126.660","125.360","1.23M","0.80%"
"10/29/2021","125.320","124.940","125.320","122.980","2.26M","-0.78%"
"10/28/2021","126.300","124.840","126.680","124.840","1.43M","1.12%"
"10/27/2021","124.900","125.000","125.860","123.980","1.32M","-0.94%"
"10/26/2021","126.080","124.800","126.380","124.500","1.67M","1.89%"
"10/25/2021","123.740","122.000","124.860","121.820","1.80M","2.03%"
"10/22/2021","121.280","120.140","123.100","120.100","2.06M","1.18%"
"10/21/2021","119.860","124.240","126.400","118.540","3.40M","-3.21%"
"10/20/2021","123.840","124.380","125.240","123.360","1.51M","-0.72%"
"10/19/2021","124.740","124.680","125.380","123.340","1.37M","-0.19%"
"10/18/2021","124.980","124.200","125.500","123.540","1.53M","-1.03%"
"10/15/2021","126.280","125.700","126.280","124.520","2.35M","1.06%"
"10/14/2021","124.960","123.200","124.960","122.400","2.32M","2.85%"
"10/13/2021","121.500","120.300","122.760","119.360","2.81M","3.90%"
"10/12/2021","116.940","116.340","117.800","116.320","1.41M","-0.17%"
"10/11/2021","117.140","116.660","117.320","115.720","1.87M","-0.26%"
"10/08/2021","117.440","117.000","118.500","116.720","1.55M","-0.69%"
"10/07/2021","118.260","118.220","118.580","117.000","2.06M","1.69%"
"10/06/2021","116.300","114.560","117.260","112.780","2.85M","1.18%"
"10/05/2021","114.940","115.000","115.600","113.880","2.40M","0.14%"
"10/04/2021","114.780","115.640","116.760","114.360","1.42M","-1.27%"
"10/01/2021","116.260","115.500","117.420","115.020","1.77M","-0.53%"
"09/30/2021","116.880","118.080","119.100","116.480","2.18M","-0.76%"
"09/29/2021","117.780","118.600","119.020","117.700","1.42M","0.02%"
"09/28/2021","117.760","121.100","121.520","117.620","2.40M","-3.01%"
"09/27/2021","121.420","122.540","123.000","120.820","1.47M","0.15%"
"09/24/2021","121.240","123.080","123.080","120.860","1.51M","-1.30%"
"09/23/2021","122.840","121.800","123.260","121.660","1.59M","1.39%"
"09/22/2021","121.160","121.900","122.020","120.440","1.25M","-0.10%"
"09/21/2021","121.280","118.780","121.680","118.740","1.85M","1.95%"
"09/20/2021","118.960","120.000","120.380","118.580","2.47M","-2.56%"
"09/17/2021","122.080","123.820","124.180","121.380","4.93M","-0.34%"
"09/16/2021","122.500","121.860","123.260","121.580","1.51M","0.64%"
"09/15/2021","121.720","123.480","124.120","121.720","1.89M","-0.96%"
"09/14/2021","122.900","122.460","122.940","121.560","1.52M","0.16%"
"09/13/2021","122.700","122.840","124.180","122.480","1.27M","-0.41%"
"09/10/2021","123.200","123.680","124.500","122.920","1.13M","-0.06%"
"09/09/2021","123.280","123.200","124.420","121.780","1.45M","-0.74%"
"09/08/2021","124.200","125.660","125.660","123.520","2.23M","-1.96%"
"09/07/2021","126.680","127.300","127.940","126.480","1.09M","-0.77%"
"09/06/2021","127.660","126.500","128.060","125.900","882.99K","1.64%"
"09/03/2021","125.600","125.380","126.020","124.220","1.18M","-0.17%"
"09/02/2021","125.820","127.000","127.120","125.160","1.18M","-1.41%"
"09/01/2021","127.620","128.200","129.200","127.200","1.50M","0.13%"
"08/31/2021","127.460","126.920","128.480","126.440","2.58M","0.43%"
"08/30/2021","126.920","125.620","126.920","125.260","874.69K","0.92%"
"08/27/2021","125.760","124.900","126.380","124.520","986.25K","0.29%"
"08/26/2021","125.400","124.440","125.580","123.600","1.11M","0.16%"
"08/25/2021","125.200","126.020","126.740","125.060","834.93K","-0.93%"
"08/24/2021","126.380","127.000","127.260","125.300","885.28K","-0.25%"
"08/23/2021","126.700","126.220","126.740","125.420","1.01M","0.32%"
"08/20/2021","126.300","126.180","126.780","124.820","1.17M","0.43%"
"08/19/2021","125.760","125.160","125.920","124.080","1.77M","-0.91%"
"08/18/2021","126.920","126.780","127.380","126.660","1.19M","-0.14%"
"08/17/2021","127.100","125.240","127.340","124.780","1.52M","1.15%"
"08/16/2021","125.660","124.520","125.720","124.200","1.19M","0.14%"
"08/13/2021","125.480","125.500","126.280","125.140","1.15M","-0.33%"
"08/12/2021","125.900","122.980","125.940","122.440","1.51M","1.73%"
"08/11/2021","123.760","124.180","125.100","123.580","1.45M","-0.39%"
"08/10/2021","124.240","124.720","126.680","124.240","1.11M","-0.35%"
"08/09/2021","124.680","124.340","124.840","123.660","1.17M","-0.13%"
"08/06/2021","124.840","125.640","125.920","124.340","1.22M","-0.75%"
"08/05/2021","125.780","124.000","125.940","123.840","1.62M","1.95%"
"08/04/2021","123.380","122.800","123.580","122.060","1.58M","1.21%"
"08/03/2021","121.900","121.240","122.960","120.720","1.42M","0.49%"
"08/02/2021","121.300","122.000","122.920","119.540","1.30M","0.38%"
"07/30/2021","120.840","120.100","121.480","119.300","1.97M","-0.35%"
"07/29/2021","121.260","121.080","121.600","120.460","1.50M","0.23%"
"07/28/2021","120.980","119.040","121.180","119.040","1.63M","1.82%"
"07/27/2021","118.820","117.240","120.080","117.160","2.05M","1.04%"
"07/26/2021","117.600","117.100","118.620","117.000","1.43M","-0.17%"
"07/23/2021","117.800","119.500","119.640","117.480","2.47M","-1.01%"
"07/22/2021","119.000","118.480","119.240","116.620","2.46M","0.46%"
"07/21/2021","118.460","118.700","119.560","115.180","5.33M","-2.49%"
"07/20/2021","121.480","122.700","123.300","120.660","2.33M","-1.04%"
"07/19/2021","122.760","124.980","125.140","121.960","2.51M","-2.15%"
"07/16/2021","125.460","125.160","126.440","124.840","1.92M","0.05%"
"07/15/2021","125.400","126.320","126.580","124.860","1.39M","-1.26%"
"07/14/2021","127.000","126.940","127.360","126.020","1.42M","-0.20%"
"07/13/2021","127.260","124.840","127.260","124.580","1.93M","1.18%"
"07/12/2021","125.780","124.520","125.980","123.680","1.99M","0.85%"
"07/09/2021","124.720","123.200","124.720","122.400","2.25M","1.25%"
"07/08/2021","123.180","123.740","124.200","121.120","2.83M","-1.06%"
"07/07/2021","124.500","122.300","126.060","121.900","3.27M","3.49%"
"07/06/2021","120.300","118.700","120.920","118.160","1.59M","1.18%"
"07/05/2021","118.900","118.640","119.160","117.940","874.41K","-0.34%"
"07/02/2021","119.300","118.240","119.300","117.980","1.13M","0.76%"
"07/01/2021","118.400","119.080","119.820","117.400","1.50M","-0.37%"
"06/30/2021","118.840","120.360","121.100","118.640","2.24M","-0.75%"
"06/29/2021","119.740","118.220","120.500","118.220","1.62M","1.05%"
"06/28/2021","118.500","117.280","119.020","117.260","1.43M","0.70%"
"06/25/2021","117.680","118.080","118.800","117.300","1.21M","-0.83%"
"06/24/2021","118.660","117.000","119.200","116.820","1.73M","1.78%"
"06/23/2021","116.580","118.700","118.800","116.580","1.27M","-1.27%"
"06/22/2021","118.080","117.940","118.340","116.880","1.37M","0.02%"
"06/21/2021","118.060","117.520","119.500","117.360","1.68M","-0.12%"
"06/18/2021","118.200","119.940","120.120","117.840","4.46M","-0.97%"
"06/17/2021","119.360","117.540","119.360","116.840","1.80M","0.45%"
"06/16/2021","118.820","118.840","119.840","118.640","2.12M","-1.20%"
"06/15/2021","120.260","120.460","121.080","120.020","1.83M","0.28%"
"06/14/2021","119.920","118.500","120.120","118.480","2.12M","1.34%"
"06/11/2021","118.340","116.800","118.340","116.280","2.25M","1.98%"
"06/10/2021","116.040","115.360","116.080","114.420","1.68M","0.85%"
"06/09/2021","115.060","116.000","116.000","114.160","1.88M","-0.81%"
"06/08/2021","116.000","115.900","117.740","115.760","1.97M","0.35%"
"06/07/2021","115.600","114.640","115.960","114.200","1.51M","0.70%"
"06/04/2021","114.800","114.000","114.900","113.620","1.29M","1.15%"
"06/03/2021","113.500","114.000","114.020","112.540","1.53M","-0.54%"
"06/02/2021","114.120","114.140","114.800","113.400","1.62M","0.18%"
"06/01/2021","113.920","114.400","116.140","113.920","1.59M","0.35%"
"05/31/2021","113.520","114.760","114.900","113.520","1.03M","-1.39%"
"05/28/2021","115.120","113.920","115.860","113.660","1.34M","1.05%"
"05/27/2021","113.920","115.920","116.240","113.740","2.65M","-1.81%"
"05/26/2021","116.020","115.540","116.300","115.200","1.33M","0.82%"
"05/25/2021","115.080","115.640","116.040","114.740","1.80M","0.17%"
"05/21/2021","114.880","114.960","115.400","114.380","2.00M","-0.10%"
"05/20/2021","115.000","112.100","115.000","112.020","1.76M","2.59%"
"05/19/2021","112.100","112.780","112.960","110.940","1.98M","-1.18%"
"05/18/2021","113.440","113.500","114.020","112.540","1.82M","0.41%"
"05/17/2021","112.980","114.000","114.540","112.960","1.55M","-0.93%"
"05/14/2021","114.040","112.280","114.040","112.140","1.46M","1.68%"
"05/13/2021","112.160","110.780","112.640","109.100","1.86M","-0.36%"
"05/12/2021","112.560","112.540","113.460","111.860","2.24M","-0.62%"
"05/11/2021","113.260","114.200","114.860","111.640","2.98M","-2.02%"
"05/10/2021","115.600","116.160","116.420","114.660","1.69M","-1.50%"
"05/07/2021","117.360","117.060","117.640","116.320","1.66M","0.81%"
"05/06/2021","116.420","114.980","116.700","114.800","2.02M","0.50%"
"05/05/2021","115.840","114.360","116.100","114.120","2.08M","2.75%"
"05/04/2021","112.740","116.860","117.080","112.680","3.43M","-3.33%"
"05/03/2021","116.620","116.800","117.800","116.020","1.44M","-0.12%"
"04/30/2021","116.760","118.300","118.520","116.760","2.31M","-1.08%"
"04/29/2021","118.040","119.100","119.800","117.520","1.92M","-0.61%"
"04/28/2021","118.760","117.760","119.360","117.440","1.66M","0.61%"
"04/27/2021","118.040","118.380","119.400","117.920","1.57M","-0.40%"
"04/26/2021","118.520","119.200","119.980","117.960","1.52M","-0.75%"
"04/23/2021","119.420","120.100","120.720","117.360","2.97M","-1.06%"
"04/22/2021","120.700","118.000","121.000","117.140","3.90M","3.43%"
"04/21/2021","116.700","115.000","116.700","114.080","2.26M","1.18%"
"04/20/2021","115.340","115.700","116.160","114.800","2.06M","-0.60%"
"04/19/2021","116.040","116.220","116.520","115.080","1.76M","-0.15%"
"04/16/2021","116.220","115.840","116.260","114.880","2.91M","0.47%"
"04/15/2021","115.680","114.400","116.260","113.700","2.80M","2.01%"
"04/14/2021","113.400","115.000","118.000","113.300","4.97M","1.11%"
"04/13/2021","112.160","111.060","112.460","110.700","1.94M","0.83%"
"04/12/2021","111.240","112.300","112.360","110.880","1.72M","-0.94%"
"04/09/2021","112.300","111.540","112.380","110.480","2.37M","1.08%"
"04/08/2021","111.100","109.500","111.980","109.160","2.87M","1.59%"
"04/07/2021","109.360","108.700","109.500","107.880","2.12M","0.42%"
"04/06/2021","108.900","109.580","109.880","108.140","3.12M","1.99%"
"04/01/2021","106.780","104.960","107.140","104.700","2.75M","2.26%"
"03/31/2021","104.420","103.200","104.440","103.120","2.31M","0.83%"
"03/30/2021","103.560","103.900","104.100","103.240","2.19M","-0.71%"
"03/29/2021","104.300","103.480","104.340","102.980","2.36M","1.38%"
"03/26/2021","102.880","102.780","103.380","102.320","1.86M","0.41%"
"03/25/2021","102.460","102.400","103.140","101.800","2.66M","-0.35%"
"03/24/2021","102.820","103.240","104.180","102.440","2.27M","-0.23%"
